title,artist,genres,popularity,danceability,energy,tempo,valence,instrumentalness,acousticness,track_id,artist_id,Primary genre,final genre
Drift Into Bliss,Dylan Charbeneau,healing hz,49,0.26,0.0316,60.831,0.169,0.975,0.986,6zmTz7l8hkKEvRbB2FOv3o,2VRrzTvF7rhgjNGUXLxFSk,healing hz,Other
Lilac,Hakone,unknown,49,0.124,0.0266,70.592,0.0662,0.96,0.981,5AgmQ1LOYIEhKk6tChXisU,21exwUEFwK59KTe51vTfjI,unknown,Other
Fresh Air,John Ocean,background music,48,0.171,0.0225,95.563,0.0364,0.925,0.925,0MUmZdQ9bbmNERdOGWVydX,0UWgEdhywZEON8EtIBYGoL,background music,Other
Purity,Nature Pulse,unknown,43,0.127,0.00361,87.978,0.0313,0.971,0.967,3No9Niai3Y3hpIgq1uzHXX,70vUxFU28oeZCt4GremOQ0,unknown,Other
Bonvoya,Livrunna,unknown,50,0.151,0.0435,136.114,0.0393,0.938,0.827,312nTGasaGeNatMGWsjc56,3cU2VnsMPqdGDchmD1XYCz,unknown,Other
Botanical Creek,Aerial Lakes,binaural; healing hz,27,0.0635,0.0194,73.557,0.0326,0.97,0.956,0yprfzL1FDEhQ2q0ez80o4,52GC47uinFvXuWXBqx83nt,binaural,Other
Deeper Calm,Escix V,unknown,51,0.0807,0.0544,171.195,0.0359,0.894,0.914,2BpU0v43DOa2MlVcj2OWiw,7jIhddww0zd81GTRzMWK0v,unknown,Other
Iridescence,Uli Jons,unknown,50,0.161,0.0246,73.832,0.0769,0.96,0.956,6e4I3Y1IfBQxdv4iuaB3Wx,0K4PNBCw5wDm6lKZYil6cU,unknown,Other
Waking Peacefully (by a Forest Stream),Forlorn Light,unknown,46,0.106,0.0178,84.463,0.0389,0.837,0.753,17rfyrqT5cHsqJ51qlO1gM,1lh84CpK8jFmCG7TFFUSao,unknown,Other
Sequoia Peace (Forest),Cypress West,unknown,52,0.184,0.0651,111.49,0.0394,0.853,0.749,733XPsgLvmxXbBvGmtHbc0,1hDe9iKiHylj0C0wdXz3ZL,unknown,Other
Cristalino,Mzarta Brokin,unknown,54,0.172,0.04,124.98,0.0437,0.95,0.928,7kXN1Om9uX5TbgNsqMDhMb,6EvITxC3tnjSP8THRKrPtf,unknown,Other
Enigmatic Horizons 432Hz,myndstream,unknown,57,0.18,0.0729,76.128,0.0398,0.957,0.957,64bMWsrYB61C7X26uWNSSY,4XeAwrDuVTNPa9WzLAerm3,unknown,Other
Stream of Harmony,Zephyrical,healing hz,57,0.119,0.0261,84.584,0.0308,0.928,0.932,2vsrtWukHPNJq6T0rt38rk,35kdbaWQLDJudwBytHuiyW,healing hz,Other
Oasis,Inner Purpose,unknown,56,0.0872,0.00998,84.749,0.066,0.879,0.961,1pGHWehHrHz09Ehjwtl3DG,5Oy46V4li9PKCzp6bBxxd7,unknown,Other
Casuarina Calm,Bliss Phenomena,calming instrumental,55,0.151,0.02,92.0,0.0389,0.869,0.933,5syn43yn7MgCy4XMLgiAUl,5QggUZgvXPXT5X0jouJKBr,calming instrumental,Other
Swells of Peace,Beyond Observable,unknown,55,0.505,0.0855,117.993,0.0397,0.94,0.95,2dIc6DpyULpWApOIcfrJ9R,1U6qKU6BSASFb54OOKP3bq,unknown,Other
Alternating Current,Heriela,unknown,55,0.15,0.0673,104.554,0.137,0.953,0.865,30le0rSu3t2XDWUqVJpksU,4Z39bNE8YlLs57YzOp6bWY,unknown,Other
Quiet Explorer,Devon Fall,unknown,55,0.174,0.0197,117.634,0.0681,0.977,0.836,5QCepve7pVYDH3r81mx2tC,7dUjQYaR5Qa3fS8w5CN3pN,unknown,Other
Aardvark,Gleework,unknown,55,0.195,0.0304,57.373,0.0344,0.964,0.96,4f0g8C72ve7dWIzYTvf8it,7mpVI32uln65a45ny7L1Pc,unknown,Other
Healing Winds (Nature),Eta Centauri,unknown,54,0.122,0.0338,66.967,0.0265,0.945,0.884,6eZvMOonscNh15H00jJeKX,3KadSziW0YI74KukJn9uwn,unknown,Other
Forest Winds,Verala Lux,sleep,54,0.177,0.00393,135.424,0.0392,0.000106,0.992,38NsLOCPyA8E4Q7IaAG43X,2zTDYjWYdea2V7ZXILRLKW,sleep,Other
The Brook,Nolene Britton,unknown,54,0.0773,0.0859,173.11,0.0388,0.971,0.769,4DxtQrlRQrlS4WVaFYtL4n,4Ii7tJkcwod6FcfQKbelmT,unknown,Other
Moving Forward,moon echo,unknown,53,0.137,0.0111,80.954,0.0343,0.877,0.942,5wUcZKUVpLr1mA9cn542BI,36RuEVYPpPQPNKGjmrp3hN,unknown,Other
A New Day (by a Forest Stream),Cooper Sams,background music,53,0.0638,0.0323,55.982,0.0439,0.942,0.862,5Gx8X9lJUJy8QfFzo61DMM,5dQtzw5YaP9ZCMv0GWymws,background music,Other
Inner Light,Diva Baakso,unknown,53,0.234,0.141,76.029,0.0477,0.977,0.904,2yJGmdVsz482MPCTvyBXS2,3hPCWh0GHhVnQQ4DL3dVGr,unknown,Other
Song Of Nature,Ziwambe,unknown,53,0.102,0.0192,68.563,0.0348,0.937,0.989,4LvTLzxeWPn6XUpCmE93iH,4C4pHnRWJY0ROkqEynVy7z,unknown,Other
Inner Universe,Aurora Season,unknown,53,0.132,0.0732,82.563,0.0371,0.954,0.902,0pVsJoZUEO92yJrRmCb6Fe,6XEW2LnRmQUNPfTajKwImZ,unknown,Other
Lumen,Songlark,unknown,53,0.0996,0.0224,177.18,0.111,0.957,0.985,6a6UnuMT3YJrlxztbFIikY,2UHdn1PjYe05hpiNNm91oK,unknown,Other
Don't Know Mind - Forest Sound Bath,Tsuchida Kasumi,healing hz,53,0.159,0.0166,132.606,0.149,0.886,0.829,0l7RsztlECGX9Of6opJMSK,5tzjFM5pLsDc4Z6udd1zUT,healing hz,Other
Little Rabbit,Mind Shores,unknown,52,0.256,0.0697,83.519,0.0298,0.899,0.9,4ANwAzJKUZv8n3DmUkOv6b,5rMYtkq4BVMFCtgXOsIyxK,unknown,Other
Nidra,Quiet Notes,unknown,52,0.164,0.108,171.81,0.0456,0.947,0.734,2S6PhX39o91uuRNHgQWrhe,6o4TgXVQ6lPBqMXXyjrMjt,unknown,Other
Slowly Stream,Mystisse,unknown,52,0.223,0.00756,101.25,0.039,0.664,0.914,3K5TE2OlvFLnXbRLarLlBd,6IpbJpzWfnVDsdJG9fJHWp,unknown,Other
The Enchanted Forest,Light Channel,unknown,52,0.122,0.185,52.911,0.0337,0.9,0.921,20AEQnFt9dyIwCa8Cpqhkv,1QsSs3Pr4rV3E5ypP9Arda,unknown,Other
Cedar Forest,Alma Forest,unknown,52,0.082,0.0395,81.691,0.0729,0.982,0.982,16Aoy96Xo1Y1xnNW5Q0rnu,5n7QXdkmXfGAz6srNlrF8l,unknown,Other
Stillness,Pouring Voices,unknown,52,0.231,0.0309,101.462,0.045,0.962,0.986,1x4OI6ufrImrBlO3DlEXWF,30L9uyNQWZupRq65bHZfSF,unknown,Other
Jangal,Ka Wadhwa,sleep,52,0.0772,0.0689,81.983,0.0385,0.899,0.817,2WpxMJwXbM0iQnSozptqy4,2dPkKU7aaKeFDICPMOduIv,sleep,Other
Grounding Springs,Quiet Point,unknown,52,0.096,0.0314,88.278,0.0339,0.922,0.965,3srrw4VMffkHy5xyVS0xIK,4IjFhiHshrelBCY2ACVwhR,unknown,Other
Retrograde,Abyssé,unknown,52,0.156,0.0632,135.309,0.0869,0.94,0.952,545OJfzJ8JSXsp9maoiuIB,4ZSC7QqnOxFeyGaAb2pKnQ,unknown,Other
Little Creek,Livrunna,unknown,52,0.116,0.119,84.384,0.236,0.987,0.982,243ZkbrvYLMB7i1ni3sxlo,3cU2VnsMPqdGDchmD1XYCz,unknown,Other
Forest Dream,Sacred Bansuri,unknown,52,0.214,0.0613,70.425,0.0369,0.951,0.961,3dSrZUj12wbg8N4615IQRR,7gESLNj728yT7IhMVE6nSD,unknown,Other
The Riddle of Dreams,Epilogue Gravity,unknown,52,0.204,0.0551,74.925,0.0397,0.935,0.924,3p8EPHwGsP6nX7UrwqzJlp,1ujQ7yELrx9UJkxV0NiSCe,unknown,Other
Asterism (Sound Bath),Tristan Motuo,unknown,52,0.441,0.0516,33.642,0.0345,0.889,0.911,6JMS5jCsa1JZPovmshkeM4,3dmTIkKXnIpN7hUc46cyFi,unknown,Other
Nature's Collection,Collected Dreams,unknown,52,0.195,0.0733,139.065,0.0541,0.884,0.939,1OyWJlEHNl6VTK9QTYTDhG,663shNr1wUnWbD1TQ5v8Sx,unknown,Other
Nemuru,Aydols,unknown,51,0.315,0.0206,107.616,0.0326,0.939,0.993,7ijrcNdiapZN38vYSvavTz,53F1RqaWYLrqvrZuvubBEv,unknown,Other
Flowing Calm,Joseph Rain,unknown,51,0.086,0.0343,167.004,0.0389,0.883,0.871,3FDcmnPJY1V39k54Fy6FxN,1YHhB4lSX141uoyd58WoUc,unknown,Other
Creek Of Wonder (Meditation),Nature Pulse,unknown,51,0.155,0.018,52.83,0.0376,0.975,0.961,3rbYnf1AoDwPoNTBUYRPaI,70vUxFU28oeZCt4GremOQ0,unknown,Other
Perfect State Of Mind,Pine River,unknown,51,0.208,0.0222,67.712,0.0667,0.932,0.988,6r0Y7BP8NlfVNrss5bByJJ,7HsoTMNjOjjMVQNVzmxCRN,unknown,Other
Amedeo Nuevo,Bliss Phenomena,calming instrumental,51,0.273,0.28,78.338,0.101,0.954,0.923,6KBlHzMI5HXyE8bWAHOeDg,5QggUZgvXPXT5X0jouJKBr,calming instrumental,Other
White Light,Heal Divisions,unknown,51,0.147,0.13,99.966,0.0374,0.852,0.858,6oGtCltZ2qtAjguWpxEXRT,0kAuGd32wX67fzHjIJtSWn,unknown,Other
Peaceful Nature,Sacred Dreams,unknown,51,0.346,0.11,53.058,0.057,0.974,0.965,54HXDtdwtt2w3TJd7dRwQq,1fe7qfllL2e55Iyv4Ur5tc,unknown,Other
Sun-drenched Greenery,Mhino,unknown,51,0.23,0.0297,86.681,0.221,0.756,0.925,3NNQpaLBsVHJrumz9inhFf,1DR1nFSKpiWjUZO4PpydG8,unknown,Other
Treasures (Nature),Soeren Zen,unknown,51,0.165,0.0125,82.472,0.101,0.732,0.79,6dSo5PzTyaIvftTITkuZWS,1MIIbhncpecNMMqwSQCyX8,unknown,Other
meloh,Julio Raass,unknown,51,0.298,0.00534,137.996,0.136,0.975,0.933,3j6ZZ8CdOOxTauHtiDVxuQ,0nlv8kK2en351d6V4cQJq4,unknown,Other
Sacred,Escix V,unknown,50,0.161,0.0216,131.184,0.0706,0.947,0.926,48ApntXh9irnvS6aBo4jaV,7jIhddww0zd81GTRzMWK0v,unknown,Other
Nature's Canvas,Inner Purpose,unknown,50,0.325,0.0776,90.432,0.0475,0.966,0.967,3gn4qQjNar63wHcK5DOJYU,5Oy46V4li9PKCzp6bBxxd7,unknown,Other
The Universe Whitin (Nature Sounds),Prophétique,healing hz,50,0.207,0.058,105.954,0.0692,0.953,0.93,3LK95mRAhmD7mSDKj1qDQq,4uhsb1EuCyjawRUy9RXt6v,healing hz,Other
Prakrti,Hashree,unknown,50,0.157,0.0731,133.888,0.0648,0.982,0.973,72WBF6dxJLFHsuyWnLYqja,15UsQSphJsVhQ89KBQ5i2G,unknown,Other
Azure Forest,Reitius Rex,unknown,50,0.119,0.00734,86.872,0.118,0.0478,0.978,1rvwqBmjavA93zziLEb2pP,4dNsq3pEddyli2GElCpGdd,unknown,Other
The Forest Waking Up,Taeda Trees,unknown,50,0.0834,0.00916,61.946,0.0746,0.86,0.937,3qw8EyWRVEci8CXhRybfz6,100QpEbfbYFTY7RKL4zko0,unknown,Other
Just At Ease,Center of Attention,organic ambient,50,0.171,0.0619,116.747,0.0347,0.95,0.868,65ZtqFklHjy0FeScTQTFM2,4xp0qN8C2Og0QbD3GxxfCs,organic ambient,Other
Martello,Julio Raass,unknown,50,0.113,0.0586,78.669,0.132,0.926,0.861,7KWk7mL21m0YbkeJUdm1TM,0nlv8kK2en351d6V4cQJq4,unknown,Other
Caelum Aqua,Maja Balder,unknown,50,0.141,0.055,141.738,0.0394,0.868,0.934,0pyfGww35DJV75icw9b3zD,2HxNtfNbAA1Pxjx9BHu1GB,unknown,Other
Godric,Hondos Rostros,unknown,50,0.426,0.0686,108.01,0.146,0.898,0.931,4UzCqaekJitDWMpejVwnZa,1GkARSHIynvDFV4eyUZvhC,unknown,Other
drifting (with morning birds),cloudcrush,unknown,50,0.245,0.136,50.447,0.131,0.0244,0.913,60JGPKGdpNpPzqAzE87DA8,3S1Kdh8aXPKVbs1dZnrRST,unknown,Other
Krathong,Flyndon,unknown,50,0.0785,0.0526,81.85,0.036,0.947,0.858,2ZJEXYpeQy4YBx3DmjoakI,7E4blUHUdA8BXReNUeeIKl,unknown,Other
Lighten,Aisher Rami,unknown,50,0.197,0.0938,59.048,0.175,0.874,0.885,4Q9hxYb7d3kCBRAdPikAL2,2zHZRicUVAYrE91sAwS4IJ,unknown,Other
Quiet Soul,The Sun Door,unknown,49,0.181,0.0937,81.886,0.0316,0.821,0.428,0BHSOKE86hjSpxuUrnsLpo,4mIc8FKCkWqviS6jlZ4cyc,unknown,Other
Mosaic Patterns,Vadodara,sleep,49,0.161,0.0462,87.524,0.038,0.843,0.986,7MHME2ELEuXdN6NC69OpLj,7FUOL0pd9zlLpJu7vCBO1V,sleep,Other
Natural World,Forgotten Lake,unknown,49,0.086,0.00522,87.105,0.0381,0.852,0.723,5JvgTQqloB2LDkmM1yAdTZ,4zfCCxd0zQ5q7xkLB7Yh5x,unknown,Other
Deep Canyon - Sound Bath,Montana Plains,unknown,49,0.181,0.0429,111.432,0.115,0.762,0.95,0djnuIQ6iW0QIaIZRdgQaP,6XOiaS2D7BL25uNuKlS4nR,unknown,Other
Canola Morning,Volker Anderson,background piano,49,0.36,0.0675,53.041,0.286,0.257,0.976,3NlKaBvnrdwMuYdsYgKAet,77UwtMovkeXsignTuy1dB1,background piano,Other
Horizon,Flyndon,unknown,49,0.161,0.124,71.19,0.0466,0.986,0.974,72g342BdHqVHgitJOVpKyU,7E4blUHUdA8BXReNUeeIKl,unknown,Other
Alcaria Hot Springs,Alpha Vectoriam,sleep,49,0.248,0.0102,70.35,0.0678,0.9,0.965,5CSBbRQ01ZLGVJhz70K5Ch,4tJk8aN9skPGFZmkoAsBJD,sleep,Other
Corals,Kumatra,unknown,49,0.148,0.0403,100.404,0.146,0.933,0.958,2zLPRWzrufYPYAemBsT1nR,5I6mjLaJjYhtmDJY2nsF5H,unknown,Other
Wayanad,Özone One,unknown,49,0.0662,0.0564,58.417,0.0386,0.954,0.913,5KzU3RczgJSImkXul9s3hm,4OCpAOPZviS8AW5gyBNn26,unknown,Other
Clearing,Memories of the Forgotten,organic ambient,49,0.244,0.23,68.521,0.0386,0.815,0.785,0f5GfTuUqptnN2GOUbeCZJ,5OUR7rNt23Phqm1l40YCYD,organic ambient,Other
Lillie,Flyndon,unknown,49,0.115,0.0269,85.937,0.0745,0.984,0.935,2eXvqqozCUki1p7L7hV4k3,7E4blUHUdA8BXReNUeeIKl,unknown,Other
A Free Spirit (Nature),Soft Sense,unknown,49,0.294,0.0544,73.226,0.0382,0.764,0.913,2qO76Y8tZnBOCRRhOWMjhr,7g5vOd93ubdidOjRwZm8R3,unknown,Other
Quiet Stars,Solvekin,calming instrumental; healing hz,49,0.266,0.0419,86.008,0.153,0.812,0.991,7h3QYG1cPw7onxrDxnaYEI,6vz9kIJB249V5DbMMH0WZA,calming instrumental,Other
A Grand Arrival,Moon Garden,unknown,49,0.151,0.0648,137.264,0.0448,0.92,0.892,0Nj4m8NYfLPhViRvsX6x7d,3BXLBEYS53k3FXlvHUJsw7,unknown,Other
Anjali - Sound Bath,Science Of Dreams,unknown,49,0.215,0.0357,52.921,0.0604,0.946,0.95,0LBeVv1VwIG7ggMO9KnKoJ,1KKkMFJaPv6zDbGVIPsM8c,unknown,Other
Arms Reach,Escix V,unknown,48,0.0653,0.122,70.728,0.0371,0.997,0.94,4HbSh61MlKqwfp089lUqx1,7jIhddww0zd81GTRzMWK0v,unknown,Other
As Time Passes By,LUCCI,unknown,48,0.209,0.0525,83.38,0.0354,0.954,0.924,7KojnmCNcvHP0uTbw3ZZ8Z,7sOL3G4nJz0wDXnkOWKOEf,unknown,Other
Boy,Auley Gere,instrumental lullaby,48,0.321,0.21,118.733,0.391,0.946,0.984,6onnyQliInBgkmiKD01kzX,2JlV3vR07HGe6joOPztyuz,instrumental lullaby,Other
Temptavi,Recov,unknown,48,0.13,0.00849,68.348,0.0394,0.978,0.994,6pAbtZUtsX7jo1QATy9yqK,58xXf7mLuff18t0yV3TK47,unknown,Other
Hommage à la forêt,David Sato,unknown,48,0.228,0.136,100.376,0.0807,0.631,0.968,4MJISy6vPiD3B8B2kGw0nV,0Xp27nG9qE8eLiqvx1UUj5,unknown,Other
Draumkennd (Sound Bath),Arnór,unknown,48,0.151,0.0363,95.563,0.0529,0.912,0.979,5JLxt2KCICrily1GKlmqa8,4GG0zNxPUy3DcdodxPNNoH,unknown,Other
Bel Flusso,Alpha Vectoriam,sleep,48,0.176,0.036,114.586,0.0737,0.872,0.937,5G9elfgCYkKL5fPCfKP6eD,4tJk8aN9skPGFZmkoAsBJD,sleep,Other
Signs Of Life,Pouring Voices,unknown,48,0.161,0.00704,65.541,0.0398,0.905,0.956,0UDoXifu2rd9J25FgbYiSJ,30L9uyNQWZupRq65bHZfSF,unknown,Other
Time Travel,Antologie,background music; focus,48,0.121,0.085,88.725,0.0509,0.889,0.705,1ZSgm3HEOgKmFK5E1lNUTs,6T31mMEmlR4YDtVTQtpPyc,background music,Other
River Hymn,Melatonement,unknown,48,0.506,0.115,120.036,0.0371,0.871,0.965,0G6qOjR6sbdx3f812Jf6m3,1ZlMvBVYhelNe23PPk4mBN,unknown,Other
Nature Therapy,Sacred Dreams,unknown,48,0.169,0.0351,83.32,0.0362,0.887,0.934,7qkoegLNz9Lp4JgMszZ34P,1fe7qfllL2e55Iyv4Ur5tc,unknown,Other
Meadow of harmony,Fables From Mars,healing hz,48,0.274,0.0645,128.098,0.0475,0.496,0.593,6dPDvAMMANuz8UgPOhxylG,2jIevUMKJWhRbcToBLJjqW,healing hz,Other
Stilte,Femke Edelijn,unknown,48,0.324,0.12,107.34,0.14,0.897,0.883,7JmuwjQIrdufPz4y7hQyfF,2iJS3V46m6nQHD74m6pD7G,unknown,Other
Dawning - Sound Bath,Yaalani,unknown,48,0.0671,0.0289,73.023,0.0424,0.903,0.975,4MojyUlnEpB2Ay3xIgpPC4,64qscQGDXCB9o3nSgoRlBJ,unknown,Other
Incubations,Roland Mercier,atmosphere,48,0.207,0.0479,56.309,0.0509,0.592,0.975,32l1QmHNSscsKZiGCpiZxX,6wCp7aiL9NQ8j2vl6BQAsa,atmosphere,Other
Cherry Wine - Live,Hozier,irish singer-songwriter; modern rock; pop; pov: indie,68,0.415,0.11,81.876,0.234,0.00236,0.951,1C042FLYy7rP3MfnkOcnha,2FXC3k01G6Gw61bmprjgqS,irish singer-songwriter,Folk
Pocket,Margot Liotta,unknown,54,0.424,0.34,89.322,0.544,3.01e-05,0.901,4tEbhflVi5PzSl2om3C3so,56WiHoGRrAnik3ru29V8pM,unknown,Other
Blue Ridge Mountains,Fleet Foxes,chamber pop; folk; indie folk; indie rock; indietronica; modern rock; seattle indie; singer-songwriter; stomp and holler,0,0.524,0.446,97.856,0.272,0.000745,0.688,6T8qnBbc2rxlWLiweD1e5M,4EVpmkEwrLYEg6jIsiPMIb,chamber pop,Other
The Gold - Phoebe Bridgers Version,Manchester Orchestra,indie rock,0,0.386,0.399,158.251,0.313,0.00117,0.816,0UAwEImuoGqEGw6MarA0bv,5wFXmYsg3KFJ8BDsQudJ4f,indie rock,Alternative/Indie
I'm Not Ready To Go,Hazlett,brisbane indie; modern indie folk,59,0.454,0.077,107.781,0.0399,0.185,0.893,5zOaXxYlOm67a6lMn1AE8I,1zO3MgzmcwZLLNUQqeU2XH,brisbane indie,Other
October Moon,Richy Mitch & The Coal Miners,modern folk rock,59,0.702,0.212,108.037,0.318,0.545,0.918,3YsdzICwd73j0iZZB3l4z9,4qU7IJSReZnsLy5907Mtau,modern folk rock,Rock
Old Pine,Ben Howard,british singer-songwriter; folk-pop; indie folk,65,0.402,0.364,129.568,0.224,0.0508,0.449,3CAX47TnPqTujLIQTw8nwI,5schNIzWdI9gJ1QRK8SBnc,british singer-songwriter,Other
Maine,Noah Kahan,pov: indie; singer-songwriter pop,74,0.533,0.24,175.486,0.265,0.0,0.729,3Z2anmIVG8b1GelyeFQdnP,2RQXRUsr4IW1f3mKyKsy4B,pov: indie,Alternative/Indie
Just Like North,Angie McMahon,australian indie,48,0.426,0.319,163.626,0.259,0.0615,0.802,1VgMiW0PVayoEI2MmrdRlz,574ERIqzZ5yZU9JhIf3Ysf,australian indie,Other
Paint,The Paper Kites,acoustic pop; australian indie folk; indie anthem-folk; indie folk; stomp and flutter; stomp and holler,73,0.364,0.308,73.328,0.387,0.0023,0.895,6uHvbKL0Yi37AuvNRmUfMw,79hrYiudVcFyyxyJW0ipTy,acoustic pop,Pop
Heartbeats,José González,chamber pop; gothenburg indie; indie folk; stomp and holler; swedish indie folk; swedish indie pop; swedish singer-songwriter,63,0.589,0.177,88.409,0.311,0.714,0.977,5YqpHuXpFjDVZ7tY1ClFll,6xrCU6zdcSTsG2hLrojpmI,chamber pop,Other
too young to die,M. Ward,alternative country; chamber pop; portland indie; singer-songwriter; stomp and holler,50,0.401,0.407,171.942,0.26,0.000168,0.755,1gHdpWRFGZKjB9AljkGtWV,6nXSnNEdLuKTzAQozRtqiI,alternative country,Other
Motel 6,River Whyless,asheville indie; folk-pop; indie folk; new americana; north carolina roots; stomp and flutter; stomp and holler,65,0.493,0.444,168.127,0.13,0.00101,0.299,6hUTzxvNiJ1c0lYqgoOTBW,7gRGh8w4G9zaFJSaIYp8HH,asheville indie,Other
Re: Stacks,Bon Iver,chamber pop; eau claire indie; indie folk; melancholia; modern rock,66,0.676,0.0812,125.075,0.314,0.416,0.979,20AC70RUlVz6A6dCcQ5tRS,4LEiUm1SRbFMgfqnQTwUbQ,chamber pop,Other
Spell,Dora Jar,indie pop,48,0.322,0.168,95.355,0.128,0.599,0.774,6VnKIbHslTmwhEmH36ln4Q,4V30Q8ACPdJCcAmAYibfrH,indie pop,Pop
Ho Hey,The Lumineers,folk-pop; modern rock; neo mellow; stomp and holler,80,0.685,0.466,79.936,0.353,2.06e-06,0.791,0DwClY2t9YAWHBROMIgrXb,16oZKvXb6WkQlVAjwo2Wbg,folk-pop,Other
Coming Down the Mountain,Mipso,new americana; north carolina roots; progressive bluegrass; stomp and holler,50,0.584,0.363,140.142,0.373,0.0859,0.865,3ogA3HTz2gSGTX8f135LJ5,5Bcrb5qQMVTEbJ43fdIS4A,new americana,Other
All Is Well,Hans Williams,unknown,59,0.676,0.33,77.523,0.185,0.0,0.832,1wDSBJSCKxB8qZR6jnfqgt,3SEkDN2vusR7CIyehzfJaj,unknown,Other
Amsterdam,Gregory Alan Isakov,indie folk; pop folk; stomp and flutter; stomp and holler,72,0.553,0.429,152.047,0.532,0.135,0.921,7iQmjnDXYngWGsbjVnDc1U,5sXaGoRLSpd7VeyZrLkKwt,indie folk,Other
seasons,Amistat,unknown,59,0.636,0.391,160.894,0.385,0.00182,0.641,3r0S9KmnTN5I9ohMd37d1f,24gClotFFIb7genYn5C3OU,unknown,Other
Wildfire,Watchhouse,new americana; north carolina roots; progressive bluegrass; stomp and holler,55,0.648,0.352,121.461,0.173,0.262,0.692,0EIS2zaB3aQGtKOvzrodOU,675tsBPpaZtqyiBwEf3ZEP,new americana,Other
Forest Fires,Axel Flóvent,icelandic folk; icelandic indie; indie anthem-folk,0,0.623,0.292,118.007,0.161,9.86e-06,0.698,6AQ3guMjWgetjRpQASwrE5,6jn7W8NuX94FWZyeGlyCaJ,icelandic folk,Other
Southern Star,Leif Vollebekk,canadian americana; indie anthem-folk; indie folk; modern indie folk; quebec indie; stomp and flutter,49,0.561,0.285,63.399,0.303,0.013,0.477,6lXsRALRbTwZC7In4eMLWr,3jzXlBF2157k4exx7idecs,canadian americana,Other
Silver Lining,Mt. Joy,pov: indie; stomp and holler,74,0.486,0.638,144.458,0.178,0.0,0.000921,13xVnZKZDEGbmXkzBFpJDD,69tiO1fG8VWduDl3ji2qhI,pov: indie,Alternative/Indie
To the Mountains,Lizzy McAlpine,alt z; boston folk; indie pop; singer-songwriter pop,0,0.461,0.147,78.809,0.267,0.000638,0.918,2CK9xYMVdmJMPKZyArVbt4,1GmsPCcpKgF9OhlNXjOsbS,alt z,Other
Casimir Pulaski Day,Sufjan Stevens,art pop; baroque pop; chamber pop; indie pop; indie rock; singer-songwriter,54,0.685,0.172,133.902,0.563,0.00154,0.909,53TIOhzNpRpl8xKdscSQSv,4MXUO7sVCaFgFjoTI5ox5c,art pop,Pop
Caterpillar,Julie Odell,new orleans indie,45,0.35,0.487,111.06,0.197,0.366,0.724,0hXfaaPKEVCsteJCkBD7ud,5GpTxYv8CajCjQJF1A4h0R,new orleans indie,Other
Come Over,Noah Kahan,pov: indie; singer-songwriter pop,55,0.643,0.236,149.815,0.45,0.0,0.54,2P8i4ibQlXovki9IIPPubS,2RQXRUsr4IW1f3mKyKsy4B,pov: indie,Alternative/Indie
Bluebird Singing,John Vincent III,modern indie folk,50,0.523,0.477,88.994,0.405,0.0277,0.34,7LlmSAqvcpjheDytACHfDu,1sgVcCMCarG7yWGmkP9wMb,modern indie folk,Other
Blame The Moon,Hazlett,brisbane indie; modern indie folk,67,0.507,0.114,74.905,0.0565,0.00394,0.815,3p1kSUxsCux5Zf1CeKxpqh,1zO3MgzmcwZLLNUQqeU2XH,brisbane indie,Other
Broadview,Slow Pulp,bubblegrunge; chicago indie; countrygaze; midwest shoegaze; nu gaze,51,0.619,0.523,124.952,0.561,0.0286,0.391,1hTbH1tGOQ2sqVav7iDHfQ,2JFTRDi5v7JtqoouVe1z5D,bubblegrunge,Other
anything,Adrianne Lenker,countrygaze; indie pop; small room,77,0.388,0.291,83.943,0.51,1.93e-05,0.774,4PwWESSlTwzvw9B7bmtTLS,4aKWmkWAKviFlyvHYPTNQY,countrygaze,Other
jordan,Joy Oladokun,black americana; la pop,49,0.347,0.315,96.079,0.171,3.53e-06,0.545,2BGyfq5k9xGO9019bUsYFk,7rrTqtOUOwva4sgTx9C9F9,black americana,Folk
Steady,The Staves,chamber pop; indie folk; new americana; stomp and holler; uk americana,45,0.433,0.629,138.857,0.222,0.0012,0.619,7nPISm9kJLgZVhkIozoLZS,5G49Sq5mMzAkGL4ZP6eVPY,chamber pop,Other
Timeline,"hey, nothing",modern indie folk,48,0.691,0.636,117.909,0.264,0.00198,0.212,3T9QstFb2oeBo4QoMVMKKx,6YWqJQS9TETSb8LgZONUzI,modern indie folk,Other
Lake Missoula,Richy Mitch & The Coal Miners,modern folk rock,73,0.446,0.247,138.328,0.245,0.233,0.905,4x1dWc1GgAfC04GcTlllax,4qU7IJSReZnsLy5907Mtau,modern folk rock,Rock
Thought of You,Sam Barber,modern country pop,68,0.589,0.602,104.982,0.432,3.73e-06,0.197,3edfAO2gVxQfUIKWtArAe6,08GfvCW09pv2QP4y9sle2a,modern country pop,Country
Sometimes (Backwood),Gigi Perez,bedroom pop,70,0.41,0.174,105.292,0.0694,0.00197,0.767,1ElGmhauttS9p7LwmHG9uM,1iCnM8foFssWlPRLfAbIwo,bedroom pop,Pop
Autumn Town Leaves,Iron & Wine,acoustic pop; chamber pop; indie folk; indie rock; stomp and holler,61,0.662,0.322,115.771,0.425,0.0019,0.855,6HbxpoChDH9ThadFOSAnma,4M5nCE77Qaxayuhp3fVn4V,acoustic pop,Pop
